Column1;Page Url;date-post;Text;Date Stay;title-text;nama-responden;rev;Aspek
177;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2565-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;FlixtonBoy wrote a review Aug 2014;"If you are looking for a 5 star hotel experience that satisfies your every desire on vacation, look no further than the Double Six! ~ Personalised and professional check-in service upon arrival in hotel room eliminates queues in the lobby ~ A large resort style pool overlooking the beach, with easy pedestrian access if you prefer a beach stroll or swim instead ~ The standard leisure suite is amazingly SPACIOUS! Plenty of room for two with twin bathroom basins ~The view of the beach from the balcony was breathtaking ~The twice daily turndown service was a treat with toiletries and water bottles replenished ~ Breakfast was included as unlimited 'a la carte' - all freshly made to order ~ The staff were attentive, well mannered and nothing was too much bother. I was pleasantly; …";Date of stay: July 2014;Great hotel;FlixtonBoy;Positive;
178;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or40-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;If you see my previous reviews I have never given 5 stars anywhere but this resort deserves it. From arrival (registration in the room) the impression given is that nothing is too much trouble. The breakfast is excellent, the resort has a very nice pool and the food quality is very good. The cocktails (happy hour) use local spirits so a marguerita will use tequila made in Jakarta not blue algave Mexican tequila. To have this it is full price. I suggest it is a place for couples rather than family and I recommend a room looking over the sea to the west. Rooms are excellent . Top marks to the management, chefs and staff.; ; ; ;Positive;
179;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2310-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;If your going to stay in Seminyak stay the here. Very happy with service everyone was nice and helpful. We didn't have any noise issues in fact some music by the pool would have nice. Rooms where great I recommend the Ocean view swim up suite. Breakfast menu was outstanding.; ; ; ;Positive;
180;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2420-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Nat963 wrote a review Nov 2014;I'm not easily impress and it's very difficult for me to be speechless but overall from the guys who pick up us from the airport, the professionalism, attention to detail, friendly staff ( actually probably the best customer service I ever had ) then the food, the bar, the rooms!!! Everything it was perfect and very family friendly property with only one purpose, be the best of the best and give you an unforgettable experience! Already talk into a few siblings and a group of friends to spend their next holiday there, they already book and can't wait to live it all at double six!!!;Date of stay: November 2014;Memorable and looking forward to visiting again;Nat963;Positive;
181;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2560-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Stanleyboy59 wrote a review Aug 2014;"In July 2014 we booked a Deluxe Suite , Pool access, ground floor ocean view based on the pictures advertised. We got a room on the ground floor that did not have direct access from the balcony. It was quite a few meters back and had a couple of deck chairs between us and the pool that were always occupied by families as it was close to the shallow part of the pool. We also paid three times the price that is being advertised currently and the resort was only half completed. Only one restaurant available and the spa was not working. The front reception staff could barely speak fluent english and could not recommend a Japanese restaurant to dine at. We forgot to collect our car keys from the safe on departure and emailed the hotel manager. He initially said they could not; …";Date of stay: July 2014;Fantastic stay;Stanleyboy59;Negative;
182;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2420-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"Initially on arrival we had a few issues such as construction noise in the evening (some nights until 8pm), however we were soon helped out by the wonderful staff (Juanita and Erickson) By the next morning they had moved us to an ocean view suite which was amazing. Very large rooms, beautifully decorated, nothing to fault. Despite the music coming from the beachfront until late every night, I actually enjoyed the ambience it provided on our balcony. Some may not appreciate it? Much better than the very loud thumping music which comes from the cocoon side of the building, although I'm sure certain ages would prefer that. Demographics I found were mainly mid to older couples and a few families with kids. Not too many younger people or groups of singles. The breakfasts every; …"; ; ; ;Positive;
183;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or170-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"It begins with the airport pick up after an 8 hour delay, which was much needed since it was my first time in Bali (no way I was going to be able to navigate my way to Seminyak on my own). We were greeted very nicely by management, which were aware of our names and delay, they accompanied us to our fabulous oceanfront room where we were explained everything we possibly needed to know from services, amenities, to any other question we may have had, all in very good English I may say. The suite was immaculate, from the lighting to the bed to the balcony, the bathroom felt like a spa in itself with double vanity and soaker tub. I couldn't have asked for more. Breakfast was definitely incredible with the freshest of fruits, and an impeccable setup of buffet tables offering just; …"; ; ; ;Positive;
184;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or190-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;jmonz66 wrote a review Jul 2019;It is difficult to find anything bad about this property. In fact, one can say the rooms are not big enough, but then you get what you pay for! If you happen to be in Seminyak, this is a great place to stay (that is, if you are in the luxury market).;Date of stay: July 2019;Great hotel but too noisy;jmonz66;Negative;
185;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2560-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Justjustjj wrote a review Aug 2014;"It is hard to begin to describe the amazing experience that we had at the new double six luxury hotel. 5 extraordinary nights! From the moment we arrived we knew we were in for something special. The hotel is very cosmopolitan with all the comforts. Our room was spacious and beautifully appointed by the pool and with ocean views. All the amenities were catered for and with butler service and the best room service we did not want to leave. Breakfast in the morning from the Robert Marchetti designed menu, (included with the room) was a great start to the day. The staff were absolutely incredible and we can no thank them enough for the memorable stay. We will be back to experience the day spa and roof top bar next time. Special thanks to Yuannita leading the team at reception and; …";Date of stay: July 2014;Best hotel in bali;Justjustjj;Positive;
186;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or30-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Lisa W wrote a review Feb 2020;It’s all in the name...Double-Six truly is a luxurious oasis. The hotel room itself, the massive swimming pool, the food and beverage options, and especially the butler service really provide for a great experience in which we felt like VIPs. The staff is so accommodating and especially friendly across all aspects of the hotel.;Date of stay: February 2020;Spectacular excellence in customer service;Lisa W;Positive;
