text;aspek;label
 There were some old slippers under our bed and they did not empty the bins or take glasses they gave us on arrival There was no natural light in our room as we were overlooking the internal atrium ;keamanan;1
 They don t cater for British people as no English channels on TVs or no English newspapers only French and german;keamanan;1
 They was no concierge service and I had three bags And the Pillow wasn t good I hope they do better in the future;keamanan;1
 Thin walls and loud maintenance staff in the morning waking us up while cleaning Dark room with windows going out to the inside of the hotel ;keamanan;1
 Think they could have stocked the minibar a bit better ;keamanan;1
 This staff explained that the hotel only opened in late December a week prior to our stay There were tradesmen still working on our floor The loo had an overpowering smell of fresh paint The room had no natural light and was really small and claustrophobic There was no available information about hotel facilities or tourist information The reception staff Really tried hard but it is unfair to expect them to operate in a hotel that wasn t ready to open to the public Very expensive for a hotel of this quality Very disappointing would not recommend ;keamanan;1
 Time for lifts was a pain Really the price paid should have included breakfast;keamanan;1
 Too small Need snacks Too few tables for stuff ;keamanan;1
 Two days on the trot the nespresso machine wasnt fully stocked ;keamanan;1
 Very little maybe a trolley pass at the entrance ;keamanan;1
 very small rooms deluxe room does not have kerapihankenyamanansqm but less than kebersihan5 noise is a big problem at this hotel you hear everything like it was happening in the room if at the 6 floor at 7 kebersihan5 7 keamanankenyamanan max you wake up due to the noise on the terrace staff starts preparing the pool terrace although they open at kebersihankenyamanan ;keamanan;1
 Very strong newly furnished smell Might be harmful ;keamanan;1
 we booked a room which has a window only to the internal lobby area no street view no natural light and literally shows the elevators We upgraded it and got an amazing corner room but still if there was no option to do that this is a room that could have killed our holiday for me I wonder how anyone thought of this idea as an interior designer working with architects I would never have suggested that I came across this info about the room in the comments asked about it and forgot so it s not the hotel s fault But again all the rooms facing the inner space with no street view or hardly natural light Horrible idea ;keamanan;1
 We booked a Standard room with a Basic Room being one below I believe the room we was first given was a Basic Room The window of the room looked out onto the hotel lobby no natural daylight was in the room We complained however was told it was a Standard and the rest of the rooms were full The following day our hot water was not working we complained and was upgraded to what I think was a Deluxe room This room was amazing View from huge window looking out onto other buildings the majority of the buildings in Barcelona are gorgeous ;keamanan;1
 We chose this property primarily for the rooftop infinity pool this is the only reason we didn t opt for a cheaper hotel however the swimming pool was out of use for the entirety of our stay which was extremely disappointing Next time will pick a cheaper hotel ;keamanan;1
 We didn t have any problems ;keamanan;1
 We didn t try their breakfast but I think it s overpriced since there are a couple of coffee shops nearby serving a nice food with much lower price Apart of that there is nothing we disliked about this nice hotel ;keamanan;1
 we had a corner room so i think we may have lost a few sq feet in space the room was a bit tight with our luggage all around on the floor ;keamanan;1
 We had a room facing the atrium so no daylight plus the walls are pretty thin so you can hear everything that s happening right outside your door coffee downstairs at the bar in the lobby was 5 which is pricey even for Barcelona ;keamanan;1
 We had a standard room and our window looked on to the corridor which was very disappointing We had the curtains closed throughout our stay ;keamanan;1
 We had an interior room with very little outside light Additional lighting would have been welcomed ;keamanan;1
