,Page_url,nama-responden,date-stay,title,text,date-post,rev
117,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or145-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Moya_lubimaya,Date of stay: August 2018,Disappointed with the Le Méridien brand,"Firstly I must point out that we stayed here for free using our SPG points. The hotel is average at best! Yes it’s a nice 5 Star in regards to the decor, layout and style but the rooms really need refurbishment. The tile grout is coming off, paint on the walls isn’t even, windows are tired and old - it just needs some tlc! This is the only negative on what was a nice trip, staff and food are good, but unfortunately I wouldn’t pay to stay here, I think there’s much nicer hotels in the area or would go back to Canggu instead Sorry Le Méridien",Moya_lubimaya wrote a review Aug 2018,Negative
118,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or400-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Firstly let me say the room was awesome but that's where it stops, the breakfast selection is poor for a 5 star hotel, the air conditioner in the restaurant was broken so it made eating there hot and stuffy, the ceiling was covered in water stains and mould, very off putting indeed, no attempt was made to have some portable fans in place to improve air flow, the selection from the poolside bar was very limited and the happy hour cocktail selection was a joke. We had dinner in our room one night and it took over an hour for the food to arrive, our room overlooks the restaurant so we saw the waiter leave with our food, however it turned up 15 minutes later completely cold, by this time it was very late and we didn't have another hour to waste reordering so we ate cold soggy; …", ,Negative
119,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or820-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Firstly, the good things. The staff are excellent, rooms are clean and well maintained and the restaurant is quite good. However, it simply feels that Le Meridien architects have taken an odd shaped piece of land and jammed as many rooms as possible into the space. It is their standard template for hotels and doesn't at all fit into the surroundings or even feel like you are in Bali. A piece of advice - make sure you don't get a room overlooking the car park. There are some lovely rooms that overlook the pool but since we checked in late, we got the only rooms left which have quit a poor outlook.", ,Positive
120,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or75-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Firstly, we didn't get our rooms till 4pm when the official check in time was 3pm. Secondly, they gave us a lagoon view room even though I booked and paid for a lagoon access room (which Agoda subsequently refunded me after it took 2 weeks for the hotel to respond to Agoda). Only bright side was a happy young chap by the name of ""Smile"" who was very helpful.", ,Negative
121,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or425-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Yenni K,Date of stay: January 2017,Amazing hotel,"Firstly, we have to commend the wonderful staff who were so attentive and helpful throughout our stay. Antara or Smiley lived up to his nickname and played wonderfully with my kids. And the cleaning staff always performed a top notch job with our room everyday. When we had an issue on the last day with our room, the room managers were very gracious in accommodating our request. A special mention about our room which was a two bedroom direct pool access suite. This was hands down the best two bedroom suite we had ever been in, anywhere! The kids had two large double beds all to themselves while we were down the hallway with our own private ensuite. Believe it or not the kids also had an ensuite AND there was a powder room to boot! We felt so pampered. The morning buffet was; …",Yenni K wrote a review Jan 2017,Positive
122,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or420-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Food and Service are equally below average. I think the staffs are poorly trained. I must say, the stay here was disappointing from beginning to end. I ordered hot chocolate for in room dining and it was served it in a take away cup, I find this strange. The property is dark and gloomy but beautiful pool area.", ,Negative
123,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or160-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Leonie G,Date of stay: June 2018,Quick stop,"For a treat I tried booked a table at Le Meridien a expensive fine dining restaurant using an online website and it stated that it was fully booked, so I phoned and they said they could manage to get us in. We arrived and went to the Sky Bar and I must say it was the most beautiful view of the sunset I had ever seen in my life. We went down to the Bamboo Chic restaurant which was empty - we were the only people in there. We got seated and I had to get up and go find a waitress to take a drinks order, I ordered a gin and tonic and it took 20 minutes for the waitress to return to tell me they had no gin. She returned asking for our dinner order we both ordered a starter, my husband ordered a soup for after the starter, then we both ordered the lamb. The waitress returned; …",Leonie G wrote a review Jun 2018,Negative
124,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or770-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,VBzovy,Date of stay: March 2015,Relaxing 5 star modern resort,"For context - I am a frequent traveler and have stayed in several other Meridien hotels and plenty of 5* hotels across Asia and Europe. This hotel was quite average to pretty disappointing on many levels. Firstly, the setting of the hotel does not compare to the neighbouring Four Seasons and Intercon (I believe those hotels are considerably more expensive though) - it feels like a concrete block, compared to the open, grassy Intercon, with concrete blocks of rooms rather than wooden huts. The poolside is constructed in dark stone which gets very hot under foot, and somehow the place feels like it's still 'under construction'. There was audible drilling on two of the four days, and some plastic sheeting was hanging outside one of the rooms in the pool water, which was a bit of; …",VBzovy wrote a review Apr 2015,Negative
125,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or910-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Paul_and_Shona,Date of stay: May 2014,Modern hotel in relaxing Jimbaran,"Found this hotel by accident /online advert. Very cool hotel indeed and smart design. Service is excellent and the room is nice combining Balinese influence and modern. Tugged in a small area near Jimbaran, this hotel is very convenient. Seafood restaurants just across the road Suitable for families with kids. Don't forget to visit Smoqee bar and the beach for sunset spotting and seafood. Love it.",Paul_and_Shona wrote a review Jun 2014,Positive
126,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or90-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Four if us ( 2 kids + 2 adults ) made a trip to Bali and stayed at this wonderful hotel in jimbaran. Booked the lagoon view room but was upgraded to a lagoon access with big room and bathroom. Everything was clean and comfy for 4 of us. From the time we arrived to the time we left, we were made welcomed with their friendly and gracious service. Our kids really enjoyed the kids club and the various activities. My wife celebrated her birthday and they gave us a nice cake to celebrate it. Breakfast was awesome, dinner at the restaurant was delicious and the service was excellent. I would like to thank everyone , the concierge , front desk, room service, the kids club and pool staff. Chef Henry, Luna and smiley . They made our stay more than memorable. The only thing we miss to; …", ,Positive
127,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1080-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Friendly and enthusiastic staff clinches it for Le Meridien Jimbaran. That's the property's strongest point. Keep this parameter up and guests are likely to overlook some of the short comings. First, let's touch on the positives. We spent a few nights in the Lagoon access rooms, which were great: spacious, clean and modern. The double beds were absolutely comfortable and the big bath room + wardrobe real estate a huge bonus. The lagoon access feature was quite nice, but comes at a slight premium of course. Overall, the rooms in terms of comfort and size were impeccable. Strongly recommended. F&amp;B and facilities are adequate. Saltwater lagoon is nice for a dip and paddle, swim up bar pretty cosy, so is the restaurant Bamboo Chic. Tried the spa, standard is above average. Now; …", ,Positive
128,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or60-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,LeisureTravel100,Date of stay: July 2019,Fantastic Hotel Experience,"Friendly staff. Food is terrible, breakfast is always cold no matter what time you go. Overpriced for dinner when the food isnt good. Rooms look nice but are outdated. Pools ok but beach is nearby. Area is full of tourists and loud noise. Security is good. No universal plug ins, so bring your adapter. Would probably not stay here again. Spa is overpriced for what it is.",LeisureTravel100 wrote a review Jul 2019,Positive
129,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or110-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,From start to finish my stay was wonderful! I had checked in with Ken at the Front Desk and he was such a pleasant agent to check in with. He gave me great recommendations and even upgraded me to one of the villas for my birthday! I got sick during my stay and the I wish I knew the other agents name but he assisted me with getting medication from the pharmacy near by. Everyone was such a big help. I arrived late to the brunch buffet and the woman didn’t want me to miss out on the great food so she personally brought me the food that she thought I would enjoy! Will definitely come back again!, ,Positive
